GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
79830        1   35515387   35582960     74       8  161405       3.1117   0.00093002
6421         1   35640481   35668766     42       3  161405         3.16    0.0007888
9202         1   35724444   35889045    176      13  161405       2.9181    0.0017609
79932        1   35897591   36033037    137      14  161405       2.6483    0.0040446
23154        1   36013311   36033880     22       5  161405       2.9255    0.0017194
339488       1   36028971   36062429     27       6  161405       3.5783   0.00017289
5690         1   36038759   36117445     50       9  161405       3.5502   0.00019249
127703       1   36177977   36194790     17       4  161405       5.2589   7.2446e-08
63967        1   36184319   36245568     75       9  161405       5.0056   2.7846e-07
192670       1   36263231   36324991     76      12  161405        5.217    9.091e-08
26523        1   36325412   36396711     69      12  161405       5.4205   2.9717e-08
192669       1   36386364   36523860    116      13  161405       5.5237   1.6598e-08
27285        1   36539676   36555377     15       3  161405         4.71   1.2386e-06
54936        1   36544453   36561033     16       5  161405       4.5836   2.2849e-06
1296         1   36559340   36601305     75      11  161405        3.946   3.9736e-05
27095        1   36600670   36631654     45       8  161405       4.4703    3.906e-06
55700        1   36611751   36647950     48       9  161405       4.8262   6.9592e-07
9967         1   36680017   36772458    101       9  161405       0.2526      0.40029
79729        1   36761889   36795044     45       7  161405      0.11666      0.45357
55194        1   36786131   36800567     21       5  161405      0.69109      0.24475
83931        1   36803725   36861525     84      13  161405       1.7969     0.036174
84967        1   36857531   36873493     77       7  161405       1.2948     0.097703
127700       1   36882007   36926086    173       9  161405      0.93307      0.17539
64960        1   36919862   36940040     69      10  161405      0.89262      0.18603
1441         1   36930144   36958915     67      16  161405      0.89835       0.1845
2899         1   37259628   37509844    491      54  161405       1.2741      0.10131
80149        1   37930119   37951478     39       8  161405      0.56642      0.28556
64769        1   37954061   37990420    109      16  161405       1.5198     0.064285
79753        1   37998550   38029945     70      13  161405       1.2397      0.10754
7802         1   38012520   38033958     62      11  161405      0.97063      0.16587
29889        1   38030913   38071586     87      13  161405        1.273       0.1015
284654       1   38075321   38110595     99      19  161405       1.1849      0.11802
54955        1   38145742   38168007     58       7  161405       1.5805     0.056994
55143        1   38148073   38176891     83       9  161405       1.3938     0.081687
284656       1   38180146   38240824    220      25  161405       1.8729     0.030538
149175       1   38249721   38268778     35       8  161405       3.4619   0.00026816
127687       1   38263473   38276626     20       6  161405       3.8415    6.114e-05
79693        1   38267114   38283865     23       6  161405       3.9412   4.0544e-05
4520         1   38273739   38335292    103      17  161405       3.7762   7.9635e-05
3633         1   38324869   38422729    197      21  161405       2.8024    0.0025362
10946        1   38421147   38466019    104      12  161405       2.1001      0.01786
2275         1   38460939   38481199     47      18  161405      0.11935       0.4525
51118        1   38468384   38491997     47      16  161405     -0.48234      0.68522
5453         1   38508023   38522450     25       8  161405      0.10798      0.45701
64121        1   39302369   39335495     74      14  161405       1.7419     0.040767
26292        1   39326662   39349050     51       9  161405       2.0712     0.019169
81025        1   39338239   39357298     64       8  161405       1.8779     0.030201
54933        1   39349114   39417456    215      30  161405       1.3753     0.084518
79647        1   39446916   39473237     82      10  161405       1.7447     0.040521
4725         1   39481967   39501808     64       8  161405       1.4652     0.071433
23499        1   39539839   39954310    752      34  161405       3.2425   0.00059238
643314       1   39865176   39883654     23       6  161405       2.8061    0.0025072
353500       1   39947318   39997041     93      15  161405       2.1433     0.016043
8761         1   40024985   40052522     67      12  161405       3.4131   0.00032117
26508        1   40087603   40115348     71      21  161405       2.1217      0.01693
84618        1   40123293   40147710     57      12  161405        1.294     0.097826
51440        1   40142820   40167382    105      19  161405       1.9159     0.027688
10450        1   40194517   40231086     96      16  161405      0.52203      0.30083
656          1   40222403   40264533    162      18  161405     -0.38685      0.65057
64064        1   40233697   40247020     34       8  161405     -0.71255      0.76194
101929536    1   40244654   40257343     73      11  161405     -0.78399      0.78348
54802        1   40305203   40359177    141      15  161405       1.5797     0.057086
4610         1   40359596   40377687     37      10  161405       1.9392     0.026239
84879        1   40410784   40437130     36      10  161405       1.1874      0.11754
