# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET2_   8448         16   30015335   30033424     29       5  161405       6.2213   7.8886e-13             0       6.2213
_SET2_   55715        16   57504370   57530385     67      15  161405     -0.77356      0.44349   -3.3307e-16     -0.77356
_SET2_   1009         16   64915294   65170015    850      38  161405      0.71709    0.0097631   -3.3307e-16      0.71709
_SET2_   146760       17    1836471    1938178    338      43  161405       1.7564    0.0018996   -4.4409e-16       1.7564
_SET2_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET2_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET2_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET2_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET2_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET2_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET2_   54549        17   71329023   71650227    981     122  161405      0.42842     0.029299   -3.8858e-16      0.42842
_SET2_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET2_   5881         17   79979532   79993580     33       6  161405      0.27085      0.14085   -3.8858e-16      0.27085
_SET2_   116          18     894366     913673     86      20  161405      -1.7026      0.76754   -4.4409e-16      -1.7026
_SET2_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET2_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET2_   566          19     817831     833517     57      11  161405     -0.54115      0.35482   -3.3307e-16     -0.54115
_SET2_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET2_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET2_   22859        19   14257049   14326997    145      26  161405       1.1366      0.01796   -4.4409e-16       1.1366
_SET2_   64377        19   34102861   34265914    537      65  161405      0.01901      0.10545    -3.747e-16      0.01901
_SET2_   163175       19   35613917   35636178     55       5  161405      -1.8325      0.84378   -4.4409e-16      -1.8325
_SET2_   333          19   36348806   36372199     37       2  161405     -0.45135      0.54983   -3.8858e-16     -0.45135
_SET2_   79414        19   36418022   36437597     41       5  161405      -1.1658      0.75437   -4.4409e-16      -1.1658
_SET2_   8193         19   38700149   38730317     72      14  161405       1.7903    0.0030925   -4.4409e-16       1.7903
_SET2_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET2_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET2_   9253         19   41170310   41206556     87      17  161405     -0.84302      0.46179   -3.3307e-16     -0.84302
_SET2_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET2_   57030        19   49931155   49955617     59       9  161405     -0.10092      0.21324    -3.747e-16     -0.10092
_SET2_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET2_   6666         20     296215     312372     47       9  161405      -2.4547       0.9554   -4.4409e-16      -2.4547
_SET2_   9751         20    1236948    1291471    142      27  161405      0.37486     0.088199   -3.8858e-16      0.37486
_SET2_   140733       20   13966146   16035342   6166     310  161405      0.19083    0.0015212   -3.8858e-16      0.19083
_SET2_   5126         20   17196752   17466723    952      56  161405      0.30359     0.023303   -3.8858e-16      0.30359
_SET2_   10893        20   33804539   33866304    103      14  161405       1.7859    0.0039214   -4.4409e-16       1.7859
_SET2_   55816        20   53082266   53269210    461      35  161405      0.13989     0.089403   -3.8858e-16      0.13989
_SET2_   3785         20   62030061   62113993    318      33  161405      0.13861      0.10564   -3.8858e-16      0.13861
_SET2_   4685         21   22360633   22915392   1737      97  161405      -1.2404      0.12892   -4.4409e-16      -1.2404
_SET2_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET2_   23544        22   26555440   26781063    798      76  161405       1.4305    0.0018482   -4.4409e-16       1.4305
_SET2_   706          22   43537520   43560748     51       9  161405      -0.4257      0.31738   -3.8858e-16      -0.4257
_SET2_   83933        22   50682112   50699834     52      10  161405       0.8466     0.041261   -3.3307e-16       0.8466
_SET2_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET3_  VARIABLE = FC_ExN_2_GO:0022008~neurogenesis (set)
# _SET3_  NGENES = 186
# _SET3_  P-VALUE = 9.4904e-09
_SET3_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   1855          1    1269158    1294509     70      11  161405      0.51033      0.11893   -3.3307e-16      0.51033
_SET3_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET3_   26038         1    6160347    6250194    289      29  161405      -0.9932      0.46516   -3.3307e-16      -0.9932
_SET3_   54897         1   10695161   10866733    459      86  161405       -1.101       0.5153   -4.4409e-16       -1.101
_SET3_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET3_   5909          1   21921208   22006010    305      44  161405     -0.18386      0.18644   -3.8858e-16     -0.18386
_SET3_   23154         1   36013311   36033880     22       5  161405       2.3549    0.0017194   -4.4409e-16       2.3549
_SET3_   5453          1   38508023   38522450     25       8  161405     -0.72168      0.45701   -3.3307e-16     -0.72168
_SET3_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET3_   5792          1   43981708   44090843    256      15  161405       5.2723   1.2509e-10             0       5.2723
_SET3_   9048          1   44388992   44404412     37       6  161405       3.1125   4.7033e-05   -4.4409e-16       3.1125
_SET3_   255738        1   55495149   55532026    157      32  161405      0.83448     0.033764   -3.3307e-16      0.83448
_SET3_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET3_   8543          1   87784151   87816106     71      18  161405      -0.9519      0.55322   -3.3307e-16      -0.9519
_SET3_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET3_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET3_   118427        1  102266626  102472790    693      67  161405       2.5216   4.1358e-05   -4.4409e-16       2.5216
_SET3_   57463         1  110047946  110062336     44       8  161405      -1.2123      0.63109   -4.4409e-16      -1.2123
_SET3_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET3_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET3_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET3_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET3_   85414         1  205625479  205659630     93      20  161405      0.63607     0.057415   -3.3307e-16      0.63607
_SET3_   7042          1  218508676  218619461    219      38  161405      0.73935     0.040047   -3.3307e-16      0.73935
_SET3_   7483          1  228107665  228145676     88       9  161405     -0.47912      0.33727   -3.8858e-16     -0.47912
_SET3_   126731        1  229455252  229488688     75      12  161405      0.29029      0.11151   -3.8858e-16      0.29029
_SET3_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET3_   285016        2     278061     299002     38       7  161405      0.67406     0.061037   -3.3307e-16      0.67406
_SET3_   3398          2    8812113    8826083     33       9  161405      0.41563      0.11809   -3.8858e-16      0.41563
_SET3_   57498         2    8863795    8987755    220      27  161405      0.32504     0.087632   -3.8858e-16      0.32504
_SET3_   4613          2   16070683   16088629     42       8  161405     -0.15118      0.23168   -3.8858e-16     -0.15118
_SET3_   2281          2   24262584   24288051     50       9  161405      0.25779      0.13295   -3.8858e-16      0.25779
_SET3_   8648          2   24704919   24995071    619      28  161405     -0.30104       0.1442   -3.8858e-16     -0.30104
_SET3_   7349          2   27528765   27541130     13       6  161405       1.6379    0.0080412   -4.4409e-16       1.6379
_SET3_   6711          2   54673454   54900083    633      26  161405       1.8791   0.00050177   -4.4409e-16       1.8791
_SET3_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET3_   1496          2   79730060   80877493   3207     224  161405      0.59813   0.00037723   -3.3307e-16      0.59813
_SET3_   54910         2   97523973   97546680     18       6  161405       1.7054    0.0055889   -4.4409e-16       1.7054
_SET3_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET3_   9394          2  129021554  129086171    220      28  161405       -1.401      0.63961   -4.4409e-16       -1.401
_SET3_   57282         2  162470699  162843286    796      23  161405      0.72362     0.012149   -3.3307e-16      0.72362
_SET3_   23314         2  200132723  200345989    262      19  161405       4.3832   3.2735e-08             0       4.3832
_SET3_   8941          2  219814350  219828377     23       4  161405     -0.29646      0.35948   -3.8858e-16     -0.29646
_SET3_   5270          2  224838265  224914036    224      29  161405      -1.1018      0.52187   -4.4409e-16      -1.1018
_SET3_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
_SET3_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET3_   152330        3    2130550    3101145   4048     299  161405       3.0361   2.4556e-09   -4.4409e-16       3.0361
_SET3_   5468          3   12319349   12477355    343      25  161405      0.45284     0.055397   -3.8858e-16      0.45284
_SET3_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET3_   6405          3   50182562   50228008     79      11  161405       1.0393     0.025449   -4.4409e-16       1.0393
_SET3_   7869          3   50295040   50316073     16       6  161405       3.1321   3.8116e-05   -4.4409e-16       3.1321
_SET3_   27086         3   71002365   71643140   1269     108  161405       5.8469   8.3912e-15             0       5.8469
