# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
6195         1   26846249   26903020    117      15  161405     -0.87982   -3.3307e-16     -0.87982
8289         1   27012522   27110101    134       9  161405       1.1658   -4.4409e-16       1.1658
101928728    1   27017123   27032896     22       5  161405       1.5034   -4.4409e-16       1.5034
55650        1   27103739   27126394     22       5  161405       1.0925   -4.4409e-16       1.0925
84243        1   27143201   27185592     55       7  161405      0.86703   -3.3307e-16      0.86703
2810         1   27179633   27192447     15       4  161405       1.4849   -4.4409e-16       1.4849
54707        1   27204372   27226869     30       7  161405       1.0612   -4.4409e-16       1.0612
63906        1   27215479   27236962     26       6  161405       1.2526   -4.4409e-16       1.2526
8431         1   27236475   27250567     27       5  161405       1.3058   -4.4409e-16       1.3058
10726        1   27238187   27274862     52       8  161405       1.2516   -4.4409e-16       1.2516
126695       1   27274547   27296901     24       4  161405       1.4933   -4.4409e-16       1.4933
388610       1   27310189   27328877     21       4  161405      0.24028   -3.8858e-16      0.24028
115572       1   27330011   27349333     12       4  161405      -1.0565   -4.4409e-16      -1.0565
6548         1   27423800   27491621     69       7  161405       2.4606   -4.4409e-16       2.4606
23038        1   27551007   27636624    114      13  161405      0.53602   -3.3307e-16      0.53602
84065        1   27638636   27664391     45      10  161405    -0.071791    -3.747e-16    -0.071791
84958        1   27658483   27681923     57      12  161405     -0.25706   -3.8858e-16     -0.25706
9064         1   27680170   27703558     46      14  161405       1.2559   -4.4409e-16       1.2559
8547         1   27694101   27711315     21       7  161405       1.2235   -4.4409e-16       1.2235
388611       1   27704096   27719823     18       1  161405      0.50244   -3.3307e-16      0.50244
2827         1   27709148   27723818     16       2  161405      0.43591   -3.8858e-16      0.43591
10163        1   27729234   27826678    135       9  161405      0.20332   -3.8858e-16      0.20332
27245        1   27859256   27940463     76      12  161405       1.8251   -4.4409e-16       1.8251
2268         1   27937300   27971727     61      12  161405       2.2332   -4.4409e-16       2.2332
2537         1   27991072   28008724     28       6  161405      0.17214   -3.8858e-16      0.17214
199870       1   28042490   28090926     85       4  161405       1.1608   -4.4409e-16       1.1608
23673        1   28089694   28152463     61       6  161405      0.74021   -3.3307e-16      0.74021
5511         1   28147252   28179683     32       4  161405    -0.037197    -3.747e-16    -0.037197
9473         1   28189055   28214696     67      11  161405      -1.2113   -4.4409e-16      -1.2113
6118         1   28216535   28251255     87       8  161405      -1.0663   -4.4409e-16      -1.0663
27293        1   28251456   28287163    116      11  161405     -0.21015   -3.8858e-16     -0.21015
55113        1   28276504   28296104     44      12  161405      -0.4426   -3.8858e-16      -0.4426
2140         1   28295355   28425173    235      23  161405       -1.664   -4.4409e-16       -1.664
5724         1   28472177   28530447     71      13  161405       1.3445   -4.4409e-16       1.3445
22826        1   28525289   28569542    123      10  161405      0.64687   -3.3307e-16      0.64687
93974        1   28552602   28566116     42       7  161405      0.61674   -3.3307e-16      0.61674
83667        1   28575963   28610502     80      10  161405      0.43954   -3.8858e-16      0.43954
54797        1   28645513   28663978     24       8  161405        1.676   -4.4409e-16        1.676
65979        1   28686093   28828381    408      10  161405       1.4997   -4.4409e-16       1.4997
1104         1   28822455   28867208     97       9  161405       1.1916   -4.4409e-16       1.1916
54952        1   28869529   28906557     56       8  161405       2.4671   -4.4409e-16       2.4671
115273       1   28908712   28922598     21       9  161405       2.3604   -4.4409e-16       2.3604
6883         1   28928108   28985416     62       9  161405       3.0483   -4.4409e-16       3.0483
10691        1   28985234   29043615     78       8  161405       2.2307   -4.4409e-16       2.2307
51441        1   29053133   29097787     65       9  161405      0.96711   -3.3307e-16      0.96711
4985         1   29128654   29191708    176      22  161405       3.3949   -4.4409e-16       3.3949
2035         1   29203603   29448058    415      26  161405       2.7614   -4.4409e-16       2.7614
399474       1   29444437   29460421     37       8  161405       2.5901   -4.4409e-16       2.5901
6429         1   29472750   29518637     95      16  161405        1.753   -4.4409e-16        1.753
51102        1   29517885   29567460    125      17  161405       1.5899   -4.4409e-16       1.5899
10076        1   29553028   29654825    252      29  161405       1.0551   -4.4409e-16       1.0551
4146         1   31182624   31206432     71      10  161405       1.0914   -4.4409e-16       1.0914
7805         1   31203815   31240683     88      21  161405      0.91996   -3.3307e-16      0.91996
9672         1   31340813   31391480    104      28  161405       1.0995   -4.4409e-16       1.0995
9698         1   31402853   31548838    273      16  161405     0.033935    -3.747e-16     0.033935
79570        1   31651092   31722734    239      18  161405      0.55937   -3.3307e-16      0.55937
9410         1   31730915   31779644    131      10  161405       1.4917   -4.4409e-16       1.4917
51538        1   31759832   31840069    201      12  161405       1.4721   -4.4409e-16       1.4721
2170         1   31836600   31855923     41       8  161405       1.2291   -4.4409e-16       1.2291
347735       1   31872412   31909027    109      11  161405      0.71086   -3.3307e-16      0.71086
64129        1   32032086   32054790     39      14  161405       1.2232   -4.4409e-16       1.2232
3061         1   32073290   32094714     49       5  161405      0.24084   -3.8858e-16      0.24084
553115       1   32093963   32120838     38       6  161405      0.90234   -3.3307e-16      0.90234
1307         1   32116348   32179768    124      22  161405      0.42315   -3.8858e-16      0.42315
576          1   32191218   32240494     46      10  161405      0.27016   -3.8858e-16      0.27016
90853        1   32254523   32291630     74      14  161405      -2.0097   -4.4409e-16      -2.0097
8073         1   32370522   32413988     57      10  161405      0.64859   -3.3307e-16      0.64859
10657        1   32469295   32527960     36      12  161405      0.15329   -3.8858e-16      0.15329
55116        1   32528503   32569967     48       8  161405     -0.45154   -3.8858e-16     -0.45154
23633        1   32563644   32643669     86      10  161405      0.19783   -3.8858e-16      0.19783
200081       1   32635293   32665386     35       7  161405     -0.19627   -3.8858e-16     -0.19627
79140        1   32656202   32672491     19       5  161405      -0.1179    -3.747e-16      -0.1179
55721        1   32661236   32675788     15       3  161405      0.21572   -3.8858e-16      0.21572
149069       1   32664695   32683297     27       6  161405      0.43082   -3.8858e-16      0.43082
8668         1   32677971   32698705     28       5  161405      0.39938   -3.8858e-16      0.39938
56063        1   32678540   32697954     27       5  161405      0.40592   -3.8858e-16      0.40592
84734        1   32702818   32715961     30       4  161405      0.84571   -3.3307e-16      0.84571
3932         1   32706840   32753266     49      14  161405      0.18436   -3.8858e-16      0.18436
3065         1   32747708   32800727     33      17  161405    -0.077329    -3.747e-16    -0.077329
65108        1   32797930   32811840      5       3  161405      -1.4567   -4.4409e-16      -1.4567
81629        1   32808365   32831598     12       8  161405      0.81094   -3.3307e-16      0.81094
100128071    1   32825371   32837844      7       4  161405      0.76414   -3.3307e-16      0.76414
55108        1   32829204   32870062     25      14  161405      0.19531   -3.8858e-16      0.19531
728116       1   32920658   32954960     34       5  161405     -0.64214   -3.3307e-16     -0.64214
653121       1   32994772   33073042    171       9  161405     -0.54745   -3.3307e-16     -0.54745
339487       1   33084921   33126565    101       6  161405     -0.21227   -3.8858e-16     -0.21227
5928         1   33106749   33153312    102       5  161405     -0.18657   -3.8858e-16     -0.18657
81493        1   33144007   33178361     67       6  161405     -0.34118   -3.8858e-16     -0.34118
57648        1   33197492   33242071     73      17  161405     -0.79156   -3.3307e-16     -0.79156
8565         1   33239340   33293633     76       9  161405     -0.82421   -3.3307e-16     -0.82421
64766        1   33272368   33325980     69       9  161405     -0.37765   -3.8858e-16     -0.37765
252995       1   33326369   33348093     25       7  161405     -0.14537   -3.8858e-16     -0.14537
3208         1   33341688   33361747     26       9  161405     -0.13372   -3.8858e-16     -0.13372
113452       1   33358696   33377041     16       6  161405       0.4215   -3.8858e-16       0.4215
127544       1   33400550   33440467     66       8  161405       -0.673   -3.3307e-16       -0.673
204          1   33472041   33512512     60       7  161405      0.51355   -3.3307e-16      0.51355
113451       1   33536711   33587632     63       9  161405       1.3136   -4.4409e-16       1.3136
55223        1   33609500   33657671     91       6  161405       1.4584   -4.4409e-16       1.4584
149076       1   33711908   33767821     92      13  161405      0.79841   -3.3307e-16      0.79841
127550       1   33770867   33796699     62      12  161405     -0.95283   -3.3307e-16     -0.95283
1912         1   33787724   33851194    168      19  161405      -1.2691   -4.4409e-16      -1.2691
7579         1   33928232   33963605     70       9  161405       1.3684   -4.4409e-16       1.3684
114784       1   33978109   34641443   1730     151  161405      -2.2562   -4.4409e-16      -2.2562
